id,name,age,ova,bov,pot,growth,a/w,d/w,value,total_stats,base_stats,composure,stamina,strength,power,reactions
243904,I. Pherai,19,63,65,80,17,Medium,Medium,800000.0,1540,327,47.0,53,39,247,52
243905,R. Mantel,17,57,56,73,16,Medium,Medium,170000.0,830,312,38.0,17,74,146,39
243907,D. Koita,19,63,64,70,7,Medium,Medium,450000.0,1500,324,58.0,66,76,314,57
243908,D. Ballard,19,59,60,70,11,Medium,Medium,240000.0,1304,282,44.0,55,75,264,56
243910,T. Coyle,19,56,59,74,18,High,Medium,190000.0,1399,300,51.0,64,42,253,50
243911,Y. Etienne,22,67,68,74,7,Medium,Medium,950000.0,1769,373,58.0,63,58,296,62
243912,G. Simeone,21,61,63,70,9,Medium,Medium,400000.0,1496,316,54.0,67,70,327,62
243914,E. Bekiroglu,24,67,69,70,3,Medium,Medium,975000.0,1745,376,68.0,64,75,327,63
243917,J. Gauci,19,56,56,70,14,Medium,Medium,160000.0,846,309,36.0,23,54,164,40
243920,S. Kyei,20,62,64,74,12,Medium,Medium,550000.0,1493,328,44.0,60,73,324,57
243921,J. Łabojko,22,63,66,74,11,Low,Medium,575000.0,1618,347,53.0,61,71,295,65
243923,L. Costa,18,60,61,74,14,Medium,Medium,400000.0,1304,281,44.0,64,78,287,56
243932,D. Philipp,20,62,64,77,15,Medium,Low,675000.0,1609,341,60.0,53,55,303,62
243939,A. Nouri,25,63,64,68,5,Medium,Medium,450000.0,1653,366,57.0,65,68,290,49
243943,Javi López,19,58,61,71,13,Medium,Medium,240000.0,1604,347,39.0,54,54,291,48
243944,N. Lozano,26,66,68,70,4,Medium,Medium,725000.0,1589,355,54.0,65,90,321,58
243949,M. Żukowski,18,57,59,74,17,Medium,Medium,220000.0,1391,310,48.0,59,70,294,53
243950,F. Ourega,27,67,67,67,0,Medium,Medium,800000.0,1609,359,64.0,65,60,289,58
243952,A. Lunin,21,75,75,87,12,Medium,Medium,9500000.0,1120,406,56.0,32,61,212,74
243956,J. Vuković,28,71,71,72,1,Medium,Medium,2400000.0,1731,376,68.0,75,72,329,68
243959,L. Schneider,20,61,63,71,10,Medium,Medium,375000.0,1609,353,50.0,64,66,292,58
243963,K. Magennis,21,62,66,73,11,Medium,Medium,525000.0,1715,371,61.0,73,68,310,60
243968,A. De Bruyn,26,66,68,68,2,High,Medium,775000.0,1706,362,59.0,59,58,326,55
243970,M. Kwarteng,22,59,61,69,10,Medium,Medium,250000.0,1452,303,60.0,40,40,228,58
243971,T. Knost,19,58,59,74,16,Medium,Medium,250000.0,1452,312,40.0,60,58,247,52
243972,Jordi Sánchez,25,62,64,67,5,Medium,Medium,400000.0,1388,307,49.0,53,72,302,58
243976,Catena,25,68,70,74,6,Low,High,1100000.0,1546,332,50.0,75,72,302,64
243977,J. Herrera,28,70,70,70,0,Medium,Medium,1800000.0,1622,360,74.0,67,87,360,63
243981,A. Xhemajli,22,62,64,72,10,Low,Medium,450000.0,1301,279,43.0,67,78,272,54
243988,Ale Díez,24,70,71,76,6,High,Medium,2200000.0,1761,373,62.0,83,51,281,65
243989,G. Zarfino,28,70,72,70,0,High,High,1800000.0,1862,399,69.0,91,76,371,68
243993,Enric Gallego,33,73,73,73,0,High,Medium,2500000.0,1668,355,74.0,58,82,354,70
243995,E. Lomotey,22,65,68,75,10,Low,High,800000.0,1673,363,58.0,76,79,337,63
243996,Samu Manchón,22,62,63,71,9,Medium,Medium,475000.0,1463,306,57.0,34,33,207,58
244000,T. Fleckstein,21,58,60,68,10,Medium,Medium,190000.0,1273,286,41.0,34,62,201,45
244001,T. Weiner,21,59,59,70,11,Medium,Medium,220000.0,1109,347,44.0,45,64,229,53
244005,Endika,23,63,63,70,7,Medium,High,450000.0,1543,337,44.0,71,69,268,63
244010,Josemi Castañeda,22,62,65,72,10,Medium,Medium,475000.0,1619,336,67.0,30,29,238,59
244012,E. Henschel,22,61,62,70,9,Medium,Medium,350000.0,1567,348,47.0,68,67,269,58
244022,I. Sissoko,24,70,72,76,6,Medium,Medium,2500000.0,1642,370,65.0,70,86,363,55
244023,H. Mörschel,22,62,67,71,9,Medium,Low,475000.0,1536,339,64.0,41,74,281,58
244024,O. Batista Meier,19,66,66,83,17,Medium,Medium,1400000.0,1613,341,56.0,59,38,293,61
244025,D. Osei Yaw,21,63,64,73,10,Medium,Medium,600000.0,1578,347,57.0,65,64,313,55
244028,S. Belkahia,21,58,60,68,10,Medium,Medium,190000.0,1328,291,43.0,61,82,286,58
244034,D. Kopacz,21,62,64,72,10,High,Medium,500000.0,1635,340,59.0,54,44,289,57
244036,A. Önal,24,60,62,65,5,High,Low,275000.0,1429,301,45.0,56,55,296,53
244038,A. Cisco,20,63,65,73,10,Medium,Low,600000.0,1573,337,58.0,50,52,275,57
244040,P. Schmidt,26,67,68,68,1,High,Medium,900000.0,1542,332,62.0,79,78,368,64
244041,M. Kiprit,20,63,65,77,14,Medium,Medium,825000.0,1549,330,59.0,51,68,311,58
244042,M. Djitté,20,69,71,80,11,High,Low,1800000.0,1659,365,55.0,74,70,347,65
244048,L. Coordes,21,61,62,73,12,Medium,Medium,450000.0,1437,317,54.0,53,42,249,49
244049,J. Münzner,20,57,58,71,14,Medium,Medium,210000.0,1496,318,45.0,52,48,253,52
244050,W. Burger,19,66,68,78,12,Medium,Medium,1100000.0,1751,392,66.0,71,75,339,64
244051,E. Évora,19,60,60,74,14,Medium,Medium,375000.0,906,327,41.0,23,56,205,44
244060,P. Harant,21,59,61,68,9,Medium,Medium,220000.0,1461,317,50.0,62,79,283,53
244066,C. Frommann,22,60,60,70,10,Medium,Medium,275000.0,1016,339,32.0,29,62,214,57
244067,M. Lacroix,20,66,68,81,15,Medium,Medium,1300000.0,1429,324,56.0,60,85,298,52
244068,K. Schlotterbeck,23,70,72,75,5,Medium,Medium,2100000.0,1492,331,57.0,64,75,249,69
244070,T. Kircher,21,63,64,70,7,High,Medium,475000.0,1468,329,43.0,70,53,236,51
244071,J. Hanek,21,57,59,65,8,Medium,Medium,150000.0,1485,315,39.0,54,41,245,59
244072,M. Fejzullahu,26,60,62,61,1,High,Medium,240000.0,1552,324,50.0,64,42,257,56
244076,Y. Otto,21,61,63,72,11,Medium,Medium,425000.0,1532,334,42.0,60,56,290,69
244077,L. Bürger,20,58,61,71,13,Medium,Medium,240000.0,1612,351,43.0,55,64,304,53
244082,S. Karweina,21,61,63,70,9,Medium,Medium,400000.0,1460,311,52.0,51,38,262,60
244085,A. Yildirim,25,65,67,68,3,High,Medium,675000.0,1576,348,55.0,74,58,321,58
244088,M. Shinada,20,61,63,70,9,Medium,Medium,375000.0,1612,350,50.0,65,61,288,53
244089,T. Hara,21,63,65,72,9,High,Low,575000.0,1450,327,47.0,65,91,338,60
244095,J. Mäder,22,59,60,65,6,Medium,Medium,210000.0,1489,336,50.0,63,57,291,47
244097,T. Bonga,23,65,69,73,8,Medium,Medium,800000.0,1593,369,53.0,72,87,352,62
244099,L. Ameka Autchanga,23,64,65,71,7,Medium,Low,625000.0,1527,337,55.0,56,52,243,51
244106,Pascu,20,63,65,77,14,Medium,Medium,800000.0,1608,339,58.0,49,42,268,55
244109,M. Krauß,23,63,64,70,7,Medium,Medium,525000.0,1538,338,47.0,69,57,292,47
244110,Jesús Jiménez,26,70,70,71,1,High,Medium,2100000.0,1731,377,70.0,75,70,334,66
244112,D. Kyereh,24,66,68,73,7,Medium,Medium,925000.0,1591,351,56.0,84,56,351,65
244114,B. Mendy,20,60,65,74,14,Medium,Medium,425000.0,1488,331,51.0,52,80,292,55
244116,H. Abou Demba,28,64,64,64,0,High,Medium,375000.0,1669,357,45.0,74,67,309,54
244118,D. Bertrand,27,64,64,64,0,Medium,Low,475000.0,1533,325,52.0,45,37,237,53
244126,A. Odimayo,20,56,58,70,14,Medium,Medium,190000.0,1264,281,48.0,61,60,246,50
244133,A. Rossipal,24,64,64,70,6,Medium,Medium,550000.0,1586,347,52.0,71,67,296,58
244134,B. Kapacak,18,62,61,77,15,Medium,Low,625000.0,1601,352,50.0,73,57,290,60
244135,A. Radovanović,26,68,70,72,4,Medium,Medium,1000000.0,1419,309,58.0,66,86,277,57
244140,A. Bakir,19,59,60,77,18,Medium,Medium,325000.0,1470,315,48.0,49,51,255,49
244141,N. Simon,20,56,59,70,14,High,Medium,200000.0,1571,322,51.0,44,41,230,61
244142,A. Radu,23,65,66,73,8,Medium,Medium,700000.0,1654,362,66.0,70,70,289,57
244143,V. Costache,21,68,68,79,11,High,Low,1500000.0,1660,368,73.0,66,63,327,61
244147,A. Păun,25,70,71,73,3,High,Medium,2200000.0,1751,384,65.0,68,62,339,63
244155,N. Dieng,23,65,67,74,9,Medium,Medium,750000.0,1588,348,47.0,65,71,270,59
244161,G. Laura,24,63,65,67,4,Medium,Medium,500000.0,1595,345,60.0,68,68,327,59
244163,T. Nawotka,21,58,57,67,9,Medium,Medium,200000.0,1533,329,54.0,68,58,297,48
244170,D. Vokić,24,60,61,67,7,Medium,Medium,275000.0,1591,341,59.0,58,68,275,55
244176,D. Undav,22,68,69,73,5,Medium,Low,1200000.0,1663,353,61.0,59,83,354,57
244179,N. Niemann,20,58,64,75,17,Medium,Medium,275000.0,1560,337,49.0,62,48,273,58
244181,L. Klassen,20,60,62,77,17,High,Medium,425000.0,1562,346,52.0,73,55,282,52
244182,G. Arabidze,22,68,70,80,12,High,Medium,1600000.0,1672,353,61.0,68,32,276,67
244183,J. Konings,21,65,66,75,10,High,High,875000.0,1607,355,57.0,79,68,320,57
244185,S. Mráz,23,65,67,72,7,Medium,Low,775000.0,1607,346,59.0,67,63,331,65
244186,Luquinhas,23,72,73,78,6,High,Medium,4300000.0,1723,374,77.0,69,56,288,71
244187,A. Mendy,25,66,66,71,5,Medium,Medium,750000.0,1613,355,49.0,69,67,276,59
244190,F. Sgarbi,21,66,67,76,10,Medium,Medium,950000.0,1397,305,60.0,58,79,285,58
244191,J. Anang,19,55,55,70,15,Medium,Medium,140000.0,901,312,37.0,25,55,184,42
244192,T. Isherwood,22,62,64,68,6,Medium,High,375000.0,1427,325,50.0,75,88,317,49
244193,Jovane Cabral,22,77,78,87,10,High,Medium,14500000.0,1942,413,80.0,70,66,361,76
244196,D. Thompson,19,61,61,76,15,Medium,Medium,500000.0,1491,331,49.0,65,62,255,57
244197,Corpas,28,71,71,71,0,Medium,Medium,2400000.0,1714,376,62.0,69,60,307,62
244200,R. Burton,20,58,60,74,16,Medium,Medium,275000.0,1492,311,62.0,58,40,232,62
244201,L. Jephcott,20,61,63,72,11,Medium,Medium,450000.0,1574,335,55.0,69,66,325,57
244202,R. Lamie,27,65,67,67,2,Medium,High,575000.0,1535,339,50.0,65,84,280,61
244204,N. Katić,23,70,72,80,10,Medium,Medium,2600000.0,1583,355,67.0,67,82,315,65
244205,M. Salas,22,69,72,77,8,Medium,Medium,1600000.0,1700,372,59.0,69,72,352,67
244206,N. Pérez,20,75,77,85,10,Medium,High,10000000.0,1517,329,67.0,73,73,278,77
244207,A. Sow,20,57,57,72,15,Medium,Medium,230000.0,1448,303,38.0,43,35,220,55
244208,Isma Cerro,24,66,67,69,3,Medium,Medium,825000.0,1626,347,60.0,56,62,290,62
244213,Jorge Félix,28,70,71,70,0,Medium,Medium,1800000.0,1726,371,71.0,72,60,335,67
244216,L. Gibbens,18,55,56,63,8,Low,Medium,100000.0,1315,284,49.0,60,66,259,48
244217,B. Galach,19,54,56,66,12,High,Medium,120000.0,1333,280,40.0,51,42,261,51
244224,F. Hammar,19,54,57,69,15,Medium,Medium,140000.0,1481,311,57.0,61,51,278,50
244229,D. Frare,23,69,70,77,8,Medium,Medium,1400000.0,1570,344,60.0,68,82,317,60
244230,A. Dobos,19,64,66,75,11,High,Low,750000.0,1569,333,58.0,41,46,270,54
244232,S. Haubrock,19,55,56,69,14,Medium,Medium,160000.0,1253,261,39.0,55,66,260,42
244233,L. Pfeiffer,23,65,67,71,6,Medium,Medium,750000.0,1497,329,55.0,70,91,337,60
244234,A. Opoku,21,67,68,79,12,High,Medium,1400000.0,1681,370,61.0,79,57,297,54
244235,H. Gong,21,65,66,75,10,Medium,Medium,875000.0,1643,361,62.0,61,58,299,58
244238,J. Bijol,21,70,73,81,11,Medium,Medium,2800000.0,1818,394,58.0,74,81,355,68
244241,O. Kensdale,20,57,59,67,10,Medium,Medium,150000.0,1296,288,56.0,63,74,264,54
244250,P. Owusu,23,63,65,70,7,Medium,Medium,525000.0,1514,341,51.0,65,86,334,62
244251,A. Turgeman,29,68,68,68,0,Medium,Medium,900000.0,1561,344,60.0,79,75,349,62
244252,Y. Roche,22,65,67,74,9,Medium,Medium,750000.0,1459,318,52.0,75,73,282,61
244253,U. Račić,22,75,77,86,11,Medium,Medium,11000000.0,1988,422,70.0,78,75,369,76
244255,K. Michalski,20,60,61,72,12,Medium,Medium,350000.0,1490,326,45.0,80,61,266,54
244256,D. Bielica,21,59,59,72,13,Medium,Medium,250000.0,963,330,46.0,26,54,189,52
244257,J. Burkardt,19,65,67,78,13,Medium,Medium,1000000.0,1567,344,55.0,54,64,307,63
244259,S. Moharrami,24,69,69,74,5,High,High,1200000.0,1651,361,57.0,75,49,267,60
244260,Dani Olmo,22,79,81,87,8,High,Medium,18500000.0,2003,414,82.0,79,54,343,76
244261,L. Majer,22,71,74,79,8,Medium,Low,3500000.0,1838,386,65.0,66,53,314,62
244263,A. Rrahmani,26,76,78,80,4,High,Medium,9000000.0,1728,384,65.0,73,85,356,65
244264,A. Gojak,23,70,72,76,6,High,Medium,2400000.0,1924,412,83.0,86,80,370,58
244265,A. Hodžić,23,74,73,80,6,Medium,Medium,8000000.0,1607,344,75.0,61,67,340,76
244266,L. Menalo,23,66,67,72,6,Medium,Medium,875000.0,1531,342,52.0,54,54,263,64
244267,A. Marin,19,67,69,83,16,Medium,Medium,1600000.0,1621,360,62.0,59,59,294,58
244268,I. Fiolić,24,67,69,72,5,Medium,Medium,1000000.0,1598,350,71.0,43,55,261,63
244269,F. Benković,22,74,76,81,7,Medium,Medium,7000000.0,1701,372,75.0,76,81,346,70
244270,N. Moro,22,74,76,82,8,High,Medium,7500000.0,2022,432,77.0,83,76,378,72
244271,I. Šunjić,23,73,74,80,7,Medium,High,5000000.0,1826,400,62.0,89,70,350,74
244272,D. Perić,25,72,74,74,2,High,Medium,3400000.0,1547,358,64.0,70,84,304,64
244274,A. Šemper,22,70,70,78,8,Medium,Medium,2000000.0,960,364,21.0,21,47,159,62
244276,T. Allan,20,60,62,75,15,High,Medium,450000.0,1462,317,60.0,53,39,274,52
244277,K. Watts,20,60,62,73,13,High,Medium,375000.0,1607,349,56.0,68,70,310,55
244279,B. Ekincier,21,56,57,61,5,High,Medium,120000.0,1501,322,45.0,38,55,276,43
244280,A. Fein,21,72,73,82,10,Medium,Medium,4700000.0,1839,395,71.0,78,77,339,69
244284,Y. Letard,21,65,67,78,13,Medium,Medium,975000.0,1453,321,55.0,71,77,288,62
244286,B. Stephens,21,60,64,67,7,Medium,Medium,300000.0,1615,344,58.0,64,52,289,56
244287,M. Vrousai,21,70,72,77,7,Medium,Medium,2500000.0,1848,393,62.0,73,69,357,67
244288,A. Idah,19,65,67,83,18,High,Medium,1200000.0,1502,326,62.0,59,70,327,61
244289,K. Bafounta,18,59,60,78,19,Medium,Medium,300000.0,1605,345,43.0,52,60,274,49
244294,T. Scully,20,57,60,67,10,Medium,Medium,170000.0,1567,335,54.0,53,57,267,55
244306,S. Graham,19,56,58,73,17,Medium,Medium,180000.0,1307,286,41.0,63,72,260,51
244308,G. Fuentes,23,71,71,80,9,Medium,Medium,3300000.0,1749,392,60.0,80,69,316,62
244311,Lucas Ribeiro,21,64,64,73,9,Medium,Medium,700000.0,1601,341,54.0,56,62,311,61
244315,B. Boulahroud,27,63,65,64,1,Medium,Medium,425000.0,1735,374,49.0,55,63,299,57
244316,Luís Maximiano,21,78,78,88,10,Medium,Medium,13500000.0,1171,430,56.0,23,68,207,76
244319,R. Stewart,23,64,66,71,7,High,Medium,650000.0,1533,334,58.0,68,71,313,55
244321,D. Mullen,24,63,64,67,4,High,High,500000.0,1674,368,57.0,78,69,354,59
244328,S. Gucciardo,21,57,58,69,12,Medium,Medium,190000.0,1408,299,51.0,53,39,253,56
244330,Jhonny Lucas,20,61,64,72,11,Medium,Medium,425000.0,1697,360,56.0,58,62,301,60
244339,I. Lakićević,25,66,67,67,1,High,Medium,675000.0,1683,361,62.0,66,67,299,65
244340,R. Vodišek,20,66,66,79,13,Medium,Medium,1000000.0,988,370,50.0,16,62,191,62
244341,Aloísio,20,65,64,73,8,Medium,Medium,700000.0,1559,334,48.0,52,78,290,63
244342,Y. Boussakou,20,58,59,70,12,Medium,Medium,230000.0,1449,314,53.0,42,44,249,45
244344,G. Masouras,23,69,69,75,6,Medium,Medium,1300000.0,1779,387,59.0,77,60,313,64
244348,E. Gutiérrez,24,65,66,72,7,Medium,High,675000.0,1598,342,50.0,70,66,261,61
244349,J. Vásquez,21,68,70,82,14,Medium,High,1800000.0,1584,346,48.0,65,72,265,62
244356,M. Schmeling,19,54,55,68,14,Medium,Medium,140000.0,1372,297,42.0,66,60,247,50
244363,Daniel Fuzato,22,66,66,73,7,Medium,Medium,675000.0,964,348,48.0,22,55,172,64
244364,Gabriel Brazão,19,66,66,78,12,Medium,Medium,900000.0,927,351,27.0,21,67,172,64
244368,A. Besedin,23,72,71,77,5,High,High,4200000.0,1619,361,68.0,74,78,343,79
244369,V. Tsygankov,22,80,81,86,6,High,Medium,20500000.0,1954,418,76.0,74,49,317,78
244372,J. Bednarczyk,21,60,61,71,11,Medium,Medium,350000.0,1550,342,55.0,67,48,240,49
244373,V. Buyalskyi,27,74,75,75,1,High,High,6500000.0,1889,400,73.0,78,34,304,76
244374,M. Shaparenko,21,72,74,83,11,Medium,Medium,5500000.0,1817,387,62.0,65,50,291,72
244376,V. Shepelev,23,74,76,82,8,Medium,Medium,8000000.0,1783,393,65.0,76,58,327,76
244377,T. Borevković,23,70,72,79,9,Medium,Medium,2500000.0,1453,314,58.0,70,88,288,66
244380,V. Mykolenko,21,76,76,84,8,High,Medium,10000000.0,1706,377,59.0,78,57,297,73
244381,A. Shabanov,28,72,74,74,2,Medium,Medium,3100000.0,1455,315,65.0,68,74,256,74
244383,M. Burda,25,74,76,81,7,Medium,Medium,7000000.0,1477,322,68.0,64,80,267,74
244385,G. Bushchan,26,72,72,77,5,Medium,Medium,3000000.0,996,381,36.0,18,73,192,74
244386,M. Prinz,19,57,57,74,17,Medium,Medium,190000.0,875,309,25.0,18,67,177,57
244387,J. Toro,23,70,71,79,9,Medium,Low,2700000.0,1714,363,64.0,67,53,298,74
244389,Fernando,21,71,72,83,12,High,Medium,4200000.0,1577,357,63.0,54,42,263,72
244390,M. Bülter,27,73,73,73,0,Medium,High,4200000.0,1865,413,68.0,74,78,346,68
244391,F. Sakala,23,68,70,74,6,High,Low,1200000.0,1754,377,64.0,71,64,377,58
244393,Gonzalo Villar,22,68,70,79,11,Medium,Medium,1500000.0,1777,380,64.0,75,59,311,64
244394,Clemente,21,63,65,78,15,Low,Medium,750000.0,1479,318,58.0,67,66,274,65
244395,A. Nathaniel-George,25,61,63,64,3,Medium,Medium,325000.0,1498,329,62.0,56,41,258,43
244398,H. Sy,24,64,64,71,7,High,Medium,575000.0,1539,343,62.0,65,72,297,57
244399,T. Cognat,22,66,70,77,11,High,Medium,1100000.0,1804,389,60.0,75,61,334,60
244400,K. Ademi,24,67,69,74,7,Medium,Low,1100000.0,1551,330,59.0,76,89,359,64
244401,M. Camara,22,65,67,75,10,Medium,Medium,800000.0,1463,328,49.0,59,80,278,55
244403,A. Taoui,18,64,66,76,12,Medium,Medium,750000.0,1564,335,55.0,55,57,299,57
244405,K. Huntelaar,19,59,58,70,11,Medium,Medium,250000.0,1573,330,53.0,55,59,272,56
244407,Pol Lozano,20,63,65,79,16,Medium,Low,800000.0,1624,346,64.0,61,48,279,58
244410,M. Gonçalves,19,66,68,76,10,Medium,Medium,900000.0,1661,354,57.0,72,68,304,64
244415,T. Rotter,28,63,64,64,1,Medium,Medium,350000.0,1394,295,52.0,59,74,274,58
244416,João Mendes,25,63,67,68,5,High,Medium,475000.0,1636,363,59.0,53,70,297,62
244417,J. Krahl,20,62,62,76,14,Medium,Medium,575000.0,953,340,22.0,19,70,203,51
244418,João Lopes,23,66,65,72,6,Medium,Medium,675000.0,1056,352,36.0,22,71,217,63
244419,C. Ilić,22,65,66,74,9,High,High,825000.0,1669,365,55.0,72,59,275,60
244426,B. Lednev,22,73,75,82,9,Medium,Medium,6000000.0,1938,398,64.0,65,46,317,69
244428,B. Mykhaylychenko,23,70,70,75,5,Medium,Medium,2100000.0,1863,393,68.0,76,67,354,62
244435,J. Heil,23,63,64,68,5,Medium,Medium,425000.0,1743,366,57.0,66,63,324,61
244438,Y. Diarra,21,66,68,73,7,Medium,Medium,900000.0,1835,392,57.0,74,71,348,71
244443,G. Chironi,22,49,49,59,10,Medium,Medium,40000.0,810,272,29.0,20,51,176,41
244446,E. Dubickas,21,52,54,59,7,High,Low,70000.0,1358,296,43.0,50,60,270,47
244454,D. Esmel,22,60,61,68,8,Medium,Medium,300000.0,1511,335,42.0,65,58,288,40
244456,M. Erlić,22,65,67,74,9,Low,Medium,750000.0,1365,289,47.0,57,82,262,64
244464,E. Castillo,25,70,71,72,2,High,High,2200000.0,1723,377,64.0,72,71,340,58
244466,Diego Caballo,26,68,68,71,3,High,Medium,975000.0,1792,387,63.0,74,59,325,64
244467,O. Kolář,25,78,78,83,5,Medium,Medium,10000000.0,1184,446,60.0,25,60,198,73
244470,V. Coufal,27,78,78,78,0,High,High,9000000.0,2052,439,72.0,88,76,371,72
244471,O. Olsen,19,51,53,66,15,Medium,High,70000.0,1274,277,37.0,48,59,211,48
244472,J. Cajuste,20,67,68,77,10,Medium,Medium,1100000.0,1802,394,65.0,76,78,333,66
244476,C. Vidal,20,63,65,76,13,Medium,High,650000.0,1394,292,52.0,63,57,275,57
244477,A. Adouyev,21,61,63,75,14,Medium,Medium,550000.0,1639,356,60.0,33,65,260,51
244480,H. Magnetti,22,60,62,70,10,Medium,Medium,325000.0,1627,345,56.0,57,68,299,55
244483,M. Gasparini,18,57,57,79,22,Medium,Medium,200000.0,1009,318,41.0,24,41,170,60
244488,S. Arab,19,61,63,72,11,High,High,425000.0,1652,354,62.0,63,58,288,57
244489,P. Chato,23,69,71,76,7,Medium,High,1300000.0,1738,381,57.0,81,84,355,68
244490,J. Stanić,21,59,61,72,13,Medium,Medium,275000.0,1268,276,40.0,52,67,234,54
244491,C. Kobald,22,65,67,74,9,Medium,Medium,750000.0,1469,319,49.0,62,76,274,60
244494,F. Delaveris,19,59,62,73,14,Medium,Medium,325000.0,1485,321,48.0,63,66,302,53
244497,Marquinhos Cipriano,21,68,69,80,12,High,Medium,1500000.0,1730,377,66.0,52,40,228,67
244508,O. Atilgan,20,59,62,72,13,Medium,Medium,300000.0,1499,326,52.0,56,55,272,59
244509,D. Jastrzembski,20,67,68,79,12,High,Medium,1400000.0,1654,365,55.0,60,60,305,58
244510,M. Hauptmann,20,59,60,74,15,Medium,Medium,350000.0,1518,321,57.0,55,45,247,56
244511,M. Scalet,23,56,58,62,6,High,Medium,120000.0,1504,324,50.0,56,63,291,53
244513,I. Sadiq,20,64,64,75,11,Medium,Medium,775000.0,1630,352,53.0,60,52,298,55
244515,C. Antwi,20,62,62,75,13,High,Medium,525000.0,1655,357,49.0,64,58,288,55
244516,Gustavo Cascardo,22,66,65,71,5,High,Medium,750000.0,1730,372,62.0,69,50,305,62
244517,E. Sarić,29,72,72,72,0,High,High,3000000.0,1916,414,74.0,74,74,355,67
244522,M. Şatin,23,64,66,69,5,Medium,Low,600000.0,1642,344,63.0,68,46,299,61
244523,Javi Hernández,22,68,70,81,13,Medium,Medium,1600000.0,1768,378,67.0,69,68,338,65
244528,H. Ouro-Sama,22,64,66,73,9,Medium,Medium,625000.0,1460,316,48.0,57,68,276,55
244529,A. Zekaj,20,62,64,75,13,Medium,Medium,550000.0,1573,343,55.0,61,71,279,59
244530,A. Rizzo,22,65,66,74,9,High,Medium,750000.0,1741,373,59.0,68,56,303,61
244539,H. Massoudi,20,61,63,72,11,Medium,Low,425000.0,1502,320,56.0,45,37,253,51
244542,K. Kaïboué,20,59,61,71,12,Medium,Medium,250000.0,1632,332,46.0,50,44,263,60
244543,Y. Ammour,21,61,63,75,14,High,Medium,550000.0,1477,325,46.0,51,67,302,59
244544,B. Alıcı,22,70,69,77,7,High,Medium,2500000.0,1712,369,65.0,65,46,286,60
244545,Valdu Té,20,64,63,72,8,Medium,Low,675000.0,1468,310,52.0,51,74,318,62
244549,J. Govea,21,57,57,71,14,Medium,Medium,210000.0,1394,308,43.0,62,56,232,51
244552,A. Nsakala,18,57,56,76,19,Medium,Medium,190000.0,1401,302,46.0,59,48,215,52
244554,J. Dodd,19,52,55,65,13,Medium,Medium,90000.0,1467,308,56.0,67,46,268,51
244555,J. Dyer,19,52,54,65,13,Medium,Medium,90000.0,1262,278,41.0,67,65,256,49
244556,W. Dean,19,53,56,68,15,Medium,Medium,120000.0,1513,326,52.0,66,68,280,54
244558,I. Domínguez,20,64,64,76,12,Medium,High,750000.0,1554,333,60.0,66,56,262,60
244559,Carlos Mendes Gomes,21,59,60,70,11,High,Medium,275000.0,1461,324,54.0,63,56,285,54
244560,C. Gutiérrez,21,66,67,78,12,Medium,Medium,1200000.0,1607,346,60.0,71,59,288,56
244561,L. Jagne,21,49,51,58,9,Medium,Medium,45000.0,1357,294,39.0,55,50,246,47
244563,C. MacPherson,21,58,63,72,14,High,High,275000.0,1712,362,57.0,67,70,315,59
244565,E. Erhahon,19,60,61,77,17,Medium,Medium,400000.0,1621,343,52.0,66,57,271,56
244577,Baselga,21,61,63,75,14,Medium,Low,550000.0,1486,324,54.0,60,57,297,60
244582,A. Paločević,26,70,71,71,1,Medium,Low,2100000.0,1829,387,73.0,76,64,327,68
244584,O. Shevchenko,28,70,70,73,3,Medium,Medium,1600000.0,1035,373,28.0,22,72,207,65
244588,B. Baiye,18,62,64,75,13,Low,High,500000.0,1542,331,55.0,62,73,277,62
244589,V. Arveladze,22,62,64,70,8,High,Medium,450000.0,1599,339,56.0,65,68,323,59
244591,J. Bogle,19,72,73,83,11,High,Medium,4700000.0,1834,403,71.0,72,65,316,67
244592,J. von Moos,19,58,61,78,20,Medium,Medium,275000.0,1493,326,45.0,71,66,317,51
244595,J. Bateman,21,53,55,66,13,Medium,Medium,110000.0,1211,261,40.0,58,62,243,47
244601,S. van Hooijdonk,18,61,62,75,14,Medium,Medium,525000.0,1645,348,55.0,64,72,345,57
244602,O. Boussaid,20,63,65,74,11,Medium,Medium,625000.0,1600,337,58.0,54,30,274,52
244603,B. Omeragic,18,60,62,80,20,Medium,High,400000.0,1544,329,55.0,60,68,292,55
244605,C. Albanis,25,70,71,72,2,Medium,Low,2200000.0,1729,377,65.0,68,70,348,64
244617,M. Chirinos,24,71,71,74,3,High,Medium,3000000.0,1785,401,62.0,63,72,333,63
244620,L. Jacot,19,55,54,71,16,Medium,Medium,140000.0,802,296,45.0,20,61,161,45
244621,Vinícius,25,79,81,84,5,High,Medium,17000000.0,1853,411,86.0,77,89,372,81
244622,Puado,22,72,74,82,10,Medium,Low,5000000.0,1734,377,68.0,69,68,338,74
244623,E. Maulana Vikri,19,56,58,71,15,Medium,Medium,190000.0,1388,288,58.0,34,30,201,47
244624,Álex López,23,68,70,77,9,Medium,Medium,1400000.0,1724,371,66.0,59,59,287,70
244625,Pipa  B,22,69,71,77,8,Medium,Medium,1500000.0,1862,403,55.0,72,68,331,67
244627,L. Marković,20,55,57,71,16,Medium,Medium,180000.0,1328,284,44.0,55,79,303,51
